"key","taxonId.x","hybrid_species","parents","name","taxonId.y","native_status","StaceIV_nativity","native_combined"
"Carex binervis x punctata","2cd4p9h.wdm","Carex binervis x punctata","parent2","Carex punctata","2cd4p9h.xem","N","N","native"
"Carex curta x echinata","2cd4p9h.95p265","Carex curta x echinata","parent1","Carex curta","2cd4p9h.6nzng8","N",NA,"native"
"Carex curta x echinata","2cd4p9h.95p265","Carex curta x echinata","parent2","Carex echinata","2cd4p9h.8et","N","N","native"
"Carex curta x lachenalii","2cd4p9h.95p268","Carex curta x lachenalii","parent1","Carex curta","2cd4p9h.6nzng8","N",NA,"native"
"Carex curta x lachenalii","2cd4p9h.95p268","Carex curta x lachenalii","parent2","Carex lachenalii","2cd4p9h.f3z","N","N","native"
"Carex curta x paniculata","2cd4p9h.95p26b","Carex curta x paniculata","parent1","Carex curta","2cd4p9h.6nzng8","N",NA,"native"
"Carex curta x paniculata","2cd4p9h.95p26b","Carex curta x paniculata","parent2","Carex paniculata","2cd4p9h.bpz","N","N","native"
"Carex hostiana x viridula s.l.","2cd4p9h.2bk","Carex hostiana x viridula s.l.","parent1","Carex hostiana","2cd4p9h.xea","N","N","native"
"Carex hostiana x viridula s.l.","2cd4p9h.2bk","Carex hostiana x viridula s.l.","parent2","Carex viridula","2cd4p9h.3es","N",NA,"native"
"Carex laevigata x viridula","2cd4p9h.h34","Carex laevigata x viridula","parent1","Carex laevigata","2cd4p9h.ng","N","N","native"
"Carex laevigata x viridula","2cd4p9h.h34","Carex laevigata x viridula","parent2","Carex viridula","2cd4p9h.3es","N",NA,"native"
"Carex muricata x divulsa","2cd4p9h.7fk","Carex muricata x divulsa","parent1","Carex muricata","2cd4p9h.yg2","N","N","native"
"Carex muricata x divulsa","2cd4p9h.7fk","Carex muricata x divulsa","parent2","Carex divulsa","2cd4p9h.33f","N","N","native"
"Carex otrubae x divulsa","2cd4p9h.ndy","Carex otrubae x divulsa","parent1","Carex otrubae","2cd4p9h.va5","N","N","native"
"Carex otrubae x divulsa","2cd4p9h.ndy","Carex otrubae x divulsa","parent2","Carex divulsa","2cd4p9h.33f","N","N","native"
"Carex pseudocyperus x rostrata Junge","2cd4p9h.mg7","Carex pseudocyperus x rostrata Junge","parent1","Carex pseudocyperus","2cd4p9h.8fm","N","N","native"
"Carex pseudocyperus x rostrata Junge","2cd4p9h.mg7","Carex pseudocyperus x rostrata Junge","parent2","Carex rostrata","2cd4p9h.4sp","N","N","native"
"Carex saxatilis x viridula","2cd4p9h.3hkfet","Carex saxatilis x viridula","parent1","Carex saxatilis","2cd4p9h.xf0","N","N","native"
"Carex saxatilis x viridula","2cd4p9h.3hkfet","Carex saxatilis x viridula","parent2","Carex viridula","2cd4p9h.3es","N",NA,"native"
"Centaurea jacea x nigra s.l.","2cd4p9h.xfr","Centaurea jacea x nigra s.l.","parent1","Centaurea jacea",NA,NA,"Neo-natd","neophyte"
"Centaurea jacea x nigra s.l.","2cd4p9h.xfr","Centaurea jacea x nigra s.l.","parent2","Centaurea nigra","2cd4p9h.ygh","N","N","native"
"Centaurium erythraea x pulchellum","2cd4p9h.65w","Centaurium erythraea x pulchellum","parent1","Centaurium erythraea","2cd4p9h.q88","N","N","native"
"Centaurium erythraea x pulchellum","2cd4p9h.65w","Centaurium erythraea x pulchellum","parent2","Centaurium pulchellum","2cd4p9h.vba","N","N","native"
"Cochlearia danica x officinalis","2cd4p9h.83ng31","Cochlearia danica x officinalis","parent1","Cochlearia danica","2cd4p9h.yhp","N","N","native"
"Cochlearia danica x officinalis","2cd4p9h.83ng31","Cochlearia danica x officinalis","parent2","Cochlearia officinalis","2cd4p9h.yhs","N","N","native"
"Cochlearia danica x officinalis","2cd4p9h.83ng31","Cochlearia danica x officinalis","parent2","Cochlearia officinalis","2cd4p9h.7mxs2v","N","N","native"
"Conyza canadensis x bonariensis","2cd4p9h.vey5rv","Conyza canadensis x bonariensis","parent1","Conyza canadensis","2cd4p9h.7g3vt9","AN",NA,"neophyte"
"Conyza canadensis x bonariensis","2cd4p9h.vey5rv","Conyza canadensis x bonariensis","parent2","Conyza bonariensis",NA,NA,NA,NA
"Corylus avellana x maxima","2cd4p9h.qd0","Corylus avellana x maxima","parent1","Corylus avellana","2cd4p9h.r9","N","N","native"
"Corylus avellana x maxima","2cd4p9h.qd0","Corylus avellana x maxima","parent2","Corylus maxima",NA,NA,"Neo-natd","neophyte"
"Cotoneaster salicifolius x dammeri","2cd4p9h.3hkhxw","Cotoneaster salicifolius x dammeri","parent1","Cotoneaster salicifolius",NA,NA,"Neo-natd","neophyte"
"Cotoneaster salicifolius x dammeri","2cd4p9h.3hkhxw","Cotoneaster salicifolius x dammeri","parent2","Cotoneaster dammeri",NA,NA,"Neo-surv","neophyte"
"Crataegus monogyna x heterophylla","2cd4p9h.mxh","Crataegus monogyna x heterophylla","parent1","Crataegus monogyna","2cd4p9h.f6c","N","N","native"
"Crataegus monogyna x heterophylla","2cd4p9h.mxh","Crataegus monogyna x heterophylla","parent2","Crataegus heterophylla",NA,NA,"Neo-natd","neophyte"
"Crocus neapolitanus x tommasinianus","2cd4p9h.ppd","Crocus neapolitanus x tommasinianus","parent1","Crocus neapolitanus",NA,NA,"Neo-natd","neophyte"
"Crocus neapolitanus x tommasinianus","2cd4p9h.ppd","Crocus neapolitanus x tommasinianus","parent2","Crocus tommasinianus",NA,NA,"Neo-natd","neophyte"
"Dactylorhiza fuchsii x traunsteinerioides","2cd4p9h.g7m","Dactylorhiza fuchsii x traunsteinerioides","parent1","Dactylorhiza fuchsii","2cd4p9h.xh4","N","N","native"
"Dactylorhiza fuchsii x traunsteinerioides","2cd4p9h.g7m","Dactylorhiza fuchsii x traunsteinerioides","parent2","Dactylorhiza traunsteinerioides",NA,NA,"N","native"
"Dactylorhiza maculata x occidentalis","2cd4p9h.aqmv30","Dactylorhiza maculata x occidentalis","parent1","Dactylorhiza maculata","2cd4p9h.sq","N","N","native"
"Dactylorhiza maculata x occidentalis","2cd4p9h.aqmv30","Dactylorhiza maculata x occidentalis","parent2","Dactylorhiza occidentalis",NA,NA,NA,NA
"Dactylorhiza majalis x purpurella","2cd4p9h.d2y","Dactylorhiza majalis x purpurella","parent1","Dactylorhiza majalis","2cd4p9h.8w0","N",NA,"native"
"Dactylorhiza majalis x purpurella","2cd4p9h.d2y","Dactylorhiza majalis x purpurella","parent2","Dactylorhiza purpurella","2cd4p9h.xhg","N","N","native"
"Dactylorhiza praetermissa x traunsteinerioides","2cd4p9h.d2x","Dactylorhiza praetermissa x traunsteinerioides","parent1","Dactylorhiza praetermissa","2cd4p9h.51c","N","N","native"
"Dactylorhiza praetermissa x traunsteinerioides","2cd4p9h.d2x","Dactylorhiza praetermissa x traunsteinerioides","parent2","Dactylorhiza traunsteinerioides",NA,NA,"N","native"
"Dianthus caryophyllus x plumarius","2cd4p9h.kcw","Dianthus caryophyllus x plumarius","parent1","Dianthus caryophyllus",NA,NA,"Neo-natd","neophyte"
"Dianthus caryophyllus x plumarius","2cd4p9h.kcw","Dianthus caryophyllus x plumarius","parent2","Dianthus plumarius",NA,NA,"Neo-natd","neophyte"
"Dianthus gratianopolitanus x caryophyllus","2cd4p9h.e6p","Dianthus gratianopolitanus x caryophyllus","parent1","Dianthus gratianopolitanus","2cd4p9h.f7q","N","N","native"
"Dianthus gratianopolitanus x caryophyllus","2cd4p9h.e6p","Dianthus gratianopolitanus x caryophyllus","parent2","Dianthus caryophyllus",NA,NA,"Neo-natd","neophyte"
"Dianthus gratianopolitanus x caryophyllus x plumarius","2cd4p9h.haz","Dianthus gratianopolitanus x caryophyllus x plumarius","parent1","Dianthus gratianopolitanus","2cd4p9h.f7q","N","N","native"
"Dianthus gratianopolitanus x caryophyllus x plumarius","2cd4p9h.haz","Dianthus gratianopolitanus x caryophyllus x plumarius","parent2","Dianthus caryophyllus",NA,NA,"Neo-natd","neophyte"
"Dianthus gratianopolitanus x caryophyllus x plumarius","2cd4p9h.haz","Dianthus gratianopolitanus x caryophyllus x plumarius","parent3","Dianthus plumarius",NA,NA,"Neo-natd","neophyte"
"Dianthus gratianopolitanus x plumarius","2cd4p9h.gqx","Dianthus gratianopolitanus x plumarius","parent1","Dianthus gratianopolitanus","2cd4p9h.f7q","N","N","native"
"Dianthus gratianopolitanus x plumarius","2cd4p9h.gqx","Dianthus gratianopolitanus x plumarius","parent2","Dianthus plumarius",NA,NA,"Neo-natd","neophyte"
"Dipsacus fullonum x sativus","2cd4p9h.6dq","Dipsacus fullonum x sativus","parent1","Dipsacus fullonum","2cd4p9h.51z",NA,"?N","native"
"Dipsacus fullonum x sativus","2cd4p9h.6dq","Dipsacus fullonum x sativus","parent1","Dipsacus fullonum","2cd4p9h.vdh",NA,"?N","native"
"Dipsacus fullonum x sativus","2cd4p9h.6dq","Dipsacus fullonum x sativus","parent2","Dipsacus sativus",NA,NA,"Neo-natd","neophyte"
"Eleocharis palustris x uniglumis","2cd4p9h.e16","Eleocharis palustris x uniglumis","parent1","Eleocharis palustris","2cd4p9h.xv6","N","N","native"
"Eleocharis palustris x uniglumis","2cd4p9h.e16","Eleocharis palustris x uniglumis","parent2","Eleocharis uniglumis","2cd4p9h.ywt","N","N","native"
"Epilobium lanceolatum x ciliatum","2cd4p9h.g6e","Epilobium lanceolatum x ciliatum","parent1","Epilobium lanceolatum","2cd4p9h.yka","N","N","native"
"Epilobium lanceolatum x ciliatum","2cd4p9h.g6e","Epilobium lanceolatum x ciliatum","parent2","Epilobium ciliatum","2cd4p9h.bzd","AN","Neo-natd","neophyte"
"Epilobium parviflorum x montanum x obscurum","2cd4p9h.3h4","Epilobium parviflorum x montanum x obscurum","parent1","Epilobium parviflorum","2cd4p9h.zf","N","N","native"
"Epilobium parviflorum x montanum x obscurum","2cd4p9h.3h4","Epilobium parviflorum x montanum x obscurum","parent2","Epilobium montanum","2cd4p9h.ves","N","N","native"
"Epilobium parviflorum x montanum x obscurum","2cd4p9h.3h4","Epilobium parviflorum x montanum x obscurum","parent3","Epilobium obscurum","2cd4p9h.bzm","N","N","native"
"Epilobium parviflorum x montanum x roseum","2cd4p9h.e19","Epilobium parviflorum x montanum x roseum","parent1","Epilobium parviflorum","2cd4p9h.zf","N","N","native"
"Epilobium parviflorum x montanum x roseum","2cd4p9h.e19","Epilobium parviflorum x montanum x roseum","parent2","Epilobium montanum","2cd4p9h.ves","N","N","native"
"Epilobium parviflorum x montanum x roseum","2cd4p9h.e19","Epilobium parviflorum x montanum x roseum","parent3","Epilobium roseum","2cd4p9h.xv9","N","N","native"
"Euphorbia portlandica x paralias","2cd4p9h.d11","Euphorbia portlandica x paralias","parent1","Euphorbia portlandica","2cd4p9h.111","N","N","native"
"Euphorbia portlandica x paralias","2cd4p9h.d11","Euphorbia portlandica x paralias","parent2","Euphorbia paralias","2cd4p9h.c0c","N","N","native"
"Euphrasia anglica x arctica","2cd4p9h.95yzv4","Euphrasia anglica x arctica","parent1","Euphrasia anglica","2cd4p9h.6y2xn8","NE",NA,"native"
"Euphrasia anglica x arctica","2cd4p9h.95yzv4","Euphrasia anglica x arctica","parent2","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia anglica x confusa","2cd4p9h.95yzv7","Euphrasia anglica x confusa","parent1","Euphrasia anglica","2cd4p9h.6y2xn8","NE",NA,"native"
"Euphrasia anglica x confusa","2cd4p9h.95yzv7","Euphrasia anglica x confusa","parent2","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia anglica x micrantha","2cd4p9h.95yzva","Euphrasia anglica x micrantha","parent1","Euphrasia anglica","2cd4p9h.6y2xn8","NE",NA,"native"
"Euphrasia anglica x micrantha","2cd4p9h.95yzva","Euphrasia anglica x micrantha","parent2","Euphrasia micrantha","2cd4p9h.117","N","N","native"
"Euphrasia anglica x nemorosa","2cd4p9h.95yzvv","Euphrasia anglica x nemorosa","parent1","Euphrasia anglica","2cd4p9h.6y2xn8","NE",NA,"native"
"Euphrasia anglica x nemorosa","2cd4p9h.95yzvv","Euphrasia anglica x nemorosa","parent2","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia anglica x vigursii","2cd4p9h.95yzvp","Euphrasia anglica x vigursii","parent1","Euphrasia anglica","2cd4p9h.6y2xn8","NE",NA,"native"
"Euphrasia anglica x vigursii","2cd4p9h.95yzvp","Euphrasia anglica x vigursii","parent2","Euphrasia vigursii","2cd4p9h.8xs","NE","N","native"
"Euphrasia arctica x confusa","2cd4p9h.q2k","Euphrasia arctica x confusa","parent1","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia arctica x confusa","2cd4p9h.q2k","Euphrasia arctica x confusa","parent2","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia arctica x foulaensis","2cd4p9h.nek","Euphrasia arctica x foulaensis","parent1","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia arctica x foulaensis","2cd4p9h.nek","Euphrasia arctica x foulaensis","parent2","Euphrasia foulaensis","2cd4p9h.xwn","N","N","native"
"Euphrasia arctica x heslop-harrisonii","2cd4p9h.ax2","Euphrasia arctica x heslop-harrisonii","parent1","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia arctica x heslop-harrisonii","2cd4p9h.ax2","Euphrasia arctica x heslop-harrisonii","parent2","Euphrasia heslop-harrisonii","2cd4p9h.f9y","NE","N","native"
"Euphrasia arctica x marshallii","2cd4p9h.nen","Euphrasia arctica x marshallii","parent1","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia arctica x marshallii","2cd4p9h.nen","Euphrasia arctica x marshallii","parent2","Euphrasia marshallii","2cd4p9h.8xm","NE","N","native"
"Euphrasia arctica x micrantha x nemorosa","2cd4p9h.kyg","Euphrasia arctica x micrantha x nemorosa","parent1","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia arctica x micrantha x nemorosa","2cd4p9h.kyg","Euphrasia arctica x micrantha x nemorosa","parent2","Euphrasia micrantha","2cd4p9h.117","N","N","native"
"Euphrasia arctica x micrantha x nemorosa","2cd4p9h.kyg","Euphrasia arctica x micrantha x nemorosa","parent3","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia arctica x nemorosa","2cd4p9h.ax5","Euphrasia arctica x nemorosa","parent1","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia arctica x nemorosa","2cd4p9h.ax5","Euphrasia arctica x nemorosa","parent2","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia arctica x ostenfeldii","2cd4p9h.b8b","Euphrasia arctica x ostenfeldii","parent1","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia arctica x ostenfeldii","2cd4p9h.b8b","Euphrasia arctica x ostenfeldii","parent2","Euphrasia ostenfeldii","2cd4p9h.f9x","N","N","native"
"Euphrasia arctica x salisburgensis","2cd4p9h.ax8","Euphrasia arctica x salisburgensis","parent1","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia arctica x salisburgensis","2cd4p9h.ax8","Euphrasia arctica x salisburgensis","parent2","Euphrasia salisburgensis","2cd4p9h.8m0","N","N","native"
"Euphrasia arctica x scottica","2cd4p9h.gmg","Euphrasia arctica x scottica","parent1","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia arctica x scottica","2cd4p9h.gmg","Euphrasia arctica x scottica","parent2","Euphrasia scottica","2cd4p9h.53s","N","N","native"
"Euphrasia cambrica x ostenfeldii","2cd4p9h.45f","Euphrasia cambrica x ostenfeldii","parent1","Euphrasia cambrica","2cd4p9h.yx3","NE","N","native"
"Euphrasia cambrica x ostenfeldii","2cd4p9h.45f","Euphrasia cambrica x ostenfeldii","parent2","Euphrasia ostenfeldii","2cd4p9h.f9x","N","N","native"
"Euphrasia campbelliae x micrantha","2cd4p9h.y66","Euphrasia campbelliae x micrantha","parent1","Euphrasia campbelliae","2cd4p9h.erm","NE","N","native"
"Euphrasia campbelliae x micrantha","2cd4p9h.y66","Euphrasia campbelliae x micrantha","parent2","Euphrasia micrantha","2cd4p9h.117","N","N","native"
"Euphrasia confusa x campbelliae","2cd4p9h.3ha","Euphrasia confusa x campbelliae","parent1","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia confusa x campbelliae","2cd4p9h.3ha","Euphrasia confusa x campbelliae","parent2","Euphrasia campbelliae","2cd4p9h.erm","NE","N","native"
"Euphrasia confusa x frigida","2cd4p9h.7ap","Euphrasia confusa x frigida","parent1","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia confusa x frigida","2cd4p9h.7ap","Euphrasia confusa x frigida","parent2","Euphrasia frigida","2cd4p9h.8xw","N","N","native"
"Euphrasia confusa x frigida x scottica","2cd4p9h.6vr","Euphrasia confusa x frigida x scottica","parent1","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia confusa x frigida x scottica","2cd4p9h.6vr","Euphrasia confusa x frigida x scottica","parent2","Euphrasia frigida","2cd4p9h.8xw","N","N","native"
"Euphrasia confusa x frigida x scottica","2cd4p9h.6vr","Euphrasia confusa x frigida x scottica","parent3","Euphrasia scottica","2cd4p9h.53s","N","N","native"
"Euphrasia confusa x heslop-harrisonii","2cd4p9h.3hd","Euphrasia confusa x heslop-harrisonii","parent1","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia confusa x heslop-harrisonii","2cd4p9h.3hd","Euphrasia confusa x heslop-harrisonii","parent2","Euphrasia heslop-harrisonii","2cd4p9h.f9y","NE","N","native"
"Euphrasia confusa x micrantha","2cd4p9h.h4r","Euphrasia confusa x micrantha","parent1","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia confusa x micrantha","2cd4p9h.h4r","Euphrasia confusa x micrantha","parent2","Euphrasia micrantha","2cd4p9h.117","N","N","native"
"Euphrasia confusa x ostenfeldii","2cd4p9h.qdx","Euphrasia confusa x ostenfeldii","parent1","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia confusa x ostenfeldii","2cd4p9h.qdx","Euphrasia confusa x ostenfeldii","parent2","Euphrasia ostenfeldii","2cd4p9h.f9x","N","N","native"
"Euphrasia confusa x scottica","2cd4p9h.n1z","Euphrasia confusa x scottica","parent1","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia confusa x scottica","2cd4p9h.n1z","Euphrasia confusa x scottica","parent2","Euphrasia scottica","2cd4p9h.53s","N","N","native"
"Euphrasia foulaensis x marshallii","2cd4p9h.axb","Euphrasia foulaensis x marshallii","parent1","Euphrasia foulaensis","2cd4p9h.xwn","N","N","native"
"Euphrasia foulaensis x marshallii","2cd4p9h.axb","Euphrasia foulaensis x marshallii","parent2","Euphrasia marshallii","2cd4p9h.8xm","NE","N","native"
"Euphrasia foulaensis x micrantha","2cd4p9h.3hg","Euphrasia foulaensis x micrantha","parent1","Euphrasia foulaensis","2cd4p9h.xwn","N","N","native"
"Euphrasia foulaensis x micrantha","2cd4p9h.3hg","Euphrasia foulaensis x micrantha","parent2","Euphrasia micrantha","2cd4p9h.117","N","N","native"
"Euphrasia foulaensis x ostenfeldii","2cd4p9h.3hw","Euphrasia foulaensis x ostenfeldii","parent1","Euphrasia foulaensis","2cd4p9h.xwn","N","N","native"
"Euphrasia foulaensis x ostenfeldii","2cd4p9h.3hw","Euphrasia foulaensis x ostenfeldii","parent2","Euphrasia ostenfeldii","2cd4p9h.f9x","N","N","native"
"Euphrasia foulaensis x rotundifolia","2cd4p9h.3hm","Euphrasia foulaensis x rotundifolia","parent1","Euphrasia foulaensis","2cd4p9h.xwn","N","N","native"
"Euphrasia foulaensis x rotundifolia","2cd4p9h.3hm","Euphrasia foulaensis x rotundifolia","parent2","Euphrasia rotundifolia","2cd4p9h.53p","NE","N","native"
"Euphrasia foulaensis x scottica","2cd4p9h.h4z","Euphrasia foulaensis x scottica","parent1","Euphrasia foulaensis","2cd4p9h.xwn","N","N","native"
"Euphrasia foulaensis x scottica","2cd4p9h.h4z","Euphrasia foulaensis x scottica","parent2","Euphrasia scottica","2cd4p9h.53s","N","N","native"
"Euphrasia frigida x micrantha","2cd4p9h.3hp","Euphrasia frigida x micrantha","parent1","Euphrasia frigida","2cd4p9h.8xw","N","N","native"
"Euphrasia frigida x micrantha","2cd4p9h.3hp","Euphrasia frigida x micrantha","parent2","Euphrasia micrantha","2cd4p9h.117","N","N","native"
"Euphrasia frigida x scottica","2cd4p9h.qdr","Euphrasia frigida x scottica","parent1","Euphrasia frigida","2cd4p9h.8xw","N","N","native"
"Euphrasia frigida x scottica","2cd4p9h.qdr","Euphrasia frigida x scottica","parent2","Euphrasia scottica","2cd4p9h.53s","N","N","native"
"Euphrasia marshallii x campbelliae","2cd4p9h.neq","Euphrasia marshallii x campbelliae","parent1","Euphrasia marshallii","2cd4p9h.8xm","NE","N","native"
"Euphrasia marshallii x campbelliae","2cd4p9h.neq","Euphrasia marshallii x campbelliae","parent2","Euphrasia campbelliae","2cd4p9h.erm","NE","N","native"
"Euphrasia marshallii x micrantha","2cd4p9h.7as","Euphrasia marshallii x micrantha","parent1","Euphrasia marshallii","2cd4p9h.8xm","NE","N","native"
"Euphrasia marshallii x micrantha","2cd4p9h.7as","Euphrasia marshallii x micrantha","parent2","Euphrasia micrantha","2cd4p9h.117","N","N","native"
"Euphrasia marshallii x scottica","2cd4p9h.nsy","Euphrasia marshallii x scottica","parent1","Euphrasia marshallii","2cd4p9h.8xm","NE","N","native"
"Euphrasia marshallii x scottica","2cd4p9h.nsy","Euphrasia marshallii x scottica","parent2","Euphrasia scottica","2cd4p9h.53s","N","N","native"
"Euphrasia nemorosa x campbelliae","2cd4p9h.6ea","Euphrasia nemorosa x campbelliae","parent1","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia nemorosa x campbelliae","2cd4p9h.6ea","Euphrasia nemorosa x campbelliae","parent2","Euphrasia campbelliae","2cd4p9h.erm","NE","N","native"
"Euphrasia nemorosa x confusa","2cd4p9h.k0p","Euphrasia nemorosa x confusa","parent1","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia nemorosa x confusa","2cd4p9h.k0p","Euphrasia nemorosa x confusa","parent2","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia nemorosa x foulaensis","2cd4p9h.net","Euphrasia nemorosa x foulaensis","parent1","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia nemorosa x foulaensis","2cd4p9h.net","Euphrasia nemorosa x foulaensis","parent2","Euphrasia foulaensis","2cd4p9h.xwn","N","N","native"
"Euphrasia nemorosa x marshallii","2cd4p9h.3hs","Euphrasia nemorosa x marshallii","parent1","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia nemorosa x marshallii","2cd4p9h.3hs","Euphrasia nemorosa x marshallii","parent2","Euphrasia marshallii","2cd4p9h.8xm","NE","N","native"
"Euphrasia nemorosa x ostenfeldii","2cd4p9h.7b3","Euphrasia nemorosa x ostenfeldii","parent1","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia nemorosa x ostenfeldii","2cd4p9h.7b3","Euphrasia nemorosa x ostenfeldii","parent2","Euphrasia ostenfeldii","2cd4p9h.f9x","N","N","native"
"Euphrasia nemorosa x pseudokerneri","2cd4p9h.q2h","Euphrasia nemorosa x pseudokerneri","parent1","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia nemorosa x pseudokerneri","2cd4p9h.q2h","Euphrasia nemorosa x pseudokerneri","parent2","Euphrasia pseudokerneri","2cd4p9h.xwq","NE","N","native"
"Euphrasia nemorosa x salisburgensis","2cd4p9h.aqy","Euphrasia nemorosa x salisburgensis","parent1","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia nemorosa x salisburgensis","2cd4p9h.aqy","Euphrasia nemorosa x salisburgensis","parent2","Euphrasia salisburgensis","2cd4p9h.8m0","N","N","native"
"Euphrasia nemorosa x scottica","2cd4p9h.7b6","Euphrasia nemorosa x scottica","parent1","Euphrasia nemorosa","2cd4p9h.8xp","N","N","native"
"Euphrasia nemorosa x scottica","2cd4p9h.7b6","Euphrasia nemorosa x scottica","parent2","Euphrasia scottica","2cd4p9h.53s","N","N","native"
"Euphrasia ostenfeldii x micrantha","2cd4p9h.7b0","Euphrasia ostenfeldii x micrantha","parent1","Euphrasia ostenfeldii","2cd4p9h.f9x","N","N","native"
"Euphrasia ostenfeldii x micrantha","2cd4p9h.7b0","Euphrasia ostenfeldii x micrantha","parent2","Euphrasia micrantha","2cd4p9h.117","N","N","native"
"Euphrasia ostenfeldii x scottica","2cd4p9h.nf1","Euphrasia ostenfeldii x scottica","parent1","Euphrasia ostenfeldii","2cd4p9h.f9x","N","N","native"
"Euphrasia ostenfeldii x scottica","2cd4p9h.nf1","Euphrasia ostenfeldii x scottica","parent2","Euphrasia scottica","2cd4p9h.53s","N","N","native"
"Euphrasia pseudokerneri x confusa","2cd4p9h.e1v","Euphrasia pseudokerneri x confusa","parent1","Euphrasia pseudokerneri","2cd4p9h.xwq","NE","N","native"
"Euphrasia pseudokerneri x confusa","2cd4p9h.e1v","Euphrasia pseudokerneri x confusa","parent2","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia rostkoviana x anglica","2cd4p9h.95p1zr","Euphrasia rostkoviana x anglica","parent1","Euphrasia rostkoviana","2cd4p9h.6y2xn5","N",NA,"native"
"Euphrasia rostkoviana x anglica","2cd4p9h.95p1zr","Euphrasia rostkoviana x anglica","parent2","Euphrasia anglica","2cd4p9h.6y2xn8","NE",NA,"native"
"Euphrasia rostkoviana x arctica","2cd4p9h.95yzvs","Euphrasia rostkoviana x arctica","parent1","Euphrasia rostkoviana","2cd4p9h.6y2xn5","N",NA,"native"
"Euphrasia rostkoviana x arctica","2cd4p9h.95yzvs","Euphrasia rostkoviana x arctica","parent2","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia rostkoviana x confusa","2cd4p9h.95yzw1","Euphrasia rostkoviana x confusa","parent1","Euphrasia rostkoviana","2cd4p9h.6y2xn5","N",NA,"native"
"Euphrasia rostkoviana x confusa","2cd4p9h.95yzw1","Euphrasia rostkoviana x confusa","parent2","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia rostkoviana x micrantha","2cd4p9h.95yzwf","Euphrasia rostkoviana x micrantha","parent1","Euphrasia rostkoviana","2cd4p9h.6y2xn5","N",NA,"native"
"Euphrasia rostkoviana x micrantha","2cd4p9h.95yzwf","Euphrasia rostkoviana x micrantha","parent2","Euphrasia micrantha","2cd4p9h.117","N","N","native"
"Euphrasia rostkoviana x rivularis","2cd4p9h.95yzwv","Euphrasia rostkoviana x rivularis","parent1","Euphrasia rostkoviana","2cd4p9h.6y2xn5","N",NA,"native"
"Euphrasia rostkoviana x rivularis","2cd4p9h.95yzwv","Euphrasia rostkoviana x rivularis","parent2","Euphrasia rivularis","2cd4p9h.53m","NE","N","native"
"Euphrasia tetraquetra x confusa","2cd4p9h.gmd","Euphrasia tetraquetra x confusa","parent1","Euphrasia tetraquetra","2cd4p9h.yx6","N","N","native"
"Euphrasia tetraquetra x confusa","2cd4p9h.gmd","Euphrasia tetraquetra x confusa","parent2","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia tetraquetra x micrantha","2cd4p9h.qdz","Euphrasia tetraquetra x micrantha","parent1","Euphrasia tetraquetra","2cd4p9h.yx6","N","N","native"
"Euphrasia tetraquetra x micrantha","2cd4p9h.qdz","Euphrasia tetraquetra x micrantha","parent2","Euphrasia micrantha","2cd4p9h.117","N","N","native"
