"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Hippuris vulgaris L."	"N"	"2cd4p9h.fc3"	"2cd4p9h.fc3"	"Hippuris vulgaris L."	"Hippuris vulgaris"	
"Hordeum marinum Huds."	"N"	"2cd4p9h.fc6"	"2cd4p9h.fc6"	"Hordeum marinum Huds."	"Hordeum marinum"	
"Hornungia petraea (L.) Rchb."	"N"	"2cd4p9h.fcx"	"2cd4p9h.fcx"	"Hornungia petraea (L.) Rchb."	"Hornungia petraea"	
"Hyoscyamus niger L."	"AR"	"2cd4p9h.fcr"	"2cd4p9h.fcr"	"Hyoscyamus niger L."	"Hyoscyamus niger"	
"Hypericum elodes L."	"N"	"2cd4p9h.fcz"	"2cd4p9h.fcz"	"Hypericum elodes L."	"Hypericum elodes"	
"Juncus acutus L."	"N"	"2cd4p9h.fd5"	"2cd4p9h.fd5"	"Juncus acutus L."	"Juncus acutus"	
"Juncus bulbosus L."	"N"	"2cd4p9h.fd8"	"2cd4p9h.fd8"	"Juncus bulbosus L."	"Juncus bulbosus"	
"Juncus capitatus Weigel"	"N"	"2cd4p9h.fdb"	"2cd4p9h.fdb"	"Juncus capitatus Weigel"	"Juncus capitatus"	
"Juncus pygmaeus Rich. ex Thuill."	"N"	"2cd4p9h.fde"	"2cd4p9h.fde"	"Juncus pygmaeus Rich. ex Thuill."	"Juncus pygmaeus"	
"Juncus trifidus L."	"N"	"2cd4p9h.fdh"	"2cd4p9h.fdh"	"Juncus trifidus L."	"Juncus trifidus"	
"Laburnum anagyroides Medik."	"AN"	"2cd4p9h.fdk"	"2cd4p9h.fdk"	"Laburnum anagyroides Medik."	"Laburnum anagyroides"	
"Lamium amplexicaule L."	"AR"	"2cd4p9h.fdn"	"2cd4p9h.fdn"	"Lamium amplexicaule L."	"Lamium amplexicaule"	
"Lamium maculatum (L.) L."	"AN"	"2cd4p9h.fdq"	"2cd4p9h.fdq"	"Lamium maculatum (L.) L."	"Lamium maculatum"	
"Lathyrus japonicus Willd."	"N"	"2cd4p9h.fdt"	"2cd4p9h.fdt"	"Lathyrus japonicus Willd."	"Lathyrus japonicus"	
"Leontodon saxatilis Lam."	"N"	"2cd4p9h.few"	"2cd4p9h.few"	"Leontodon saxatilis Lam."	"Leontodon saxatilis"	
"Ligustrum vulgare L."	"N"	"2cd4p9h.fem"	"2cd4p9h.fem"	"Ligustrum vulgare L."	"Ligustrum vulgare"	
"Limonium vulgare Mill."	"N"	"2cd4p9h.ff0"	"2cd4p9h.ff0"	"Limonium vulgare Mill."	"Limonium vulgare"	
"Linaria vulgaris Mill."	"N"	"2cd4p9h.ff3"	"2cd4p9h.ff3"	"Linaria vulgaris Mill."	"Linaria vulgaris"	
"Lolium multiflorum Lam."	"AN"	"2cd4p9h.ff6"	"2cd4p9h.ff6"	"Lolium multiflorum Lam."	"Lolium multiflorum"	
"Lonicera periclymenum L."	"N"	"2cd4p9h.ff9"	"2cd4p9h.ff9"	"Lonicera periclymenum L."	"Lonicera periclymenum"	
"Luronium natans (L.) Raf."	"N"	"2cd4p9h.fff"	"2cd4p9h.fff"	"Luronium natans (L.) Raf."	"Luronium natans"	
"Luzula multiflora (Ehrh.) Lej."	"N"	"2cd4p9h.ffx"	"2cd4p9h.ffx"	"Luzula multiflora (Ehrh.) Lej."	"Luzula multiflora"	
"Tripleurospermum inodorum (L.) Sch.Bip."	"AR"	"2cd4p9h.ffy"	"2cd4p9h.ffy"	"Tripleurospermum inodorum (L.) Sch.Bip."	"Tripleurospermum inodorum"	
"Tripleurospermum maritimum (L.) W.D.J.Koch s.s."	"N"	"2cd4p9h.ffr"	"2cd4p9h.ffr"	"Tripleurospermum maritimum (L.) W.D.J.Koch s.s."	"Tripleurospermum maritimum"	"s.s."
"Medicago sativa subsp. falcata (L.) Arcang."	"N"	"2cd4p9h.fg2"	"2cd4p9h.fg2"	"Medicago sativa subsp. falcata (L.) Arcang."	"Medicago sativa subsp. falcata"	
"Medicago sativa L. subsp. sativa"	"AN"	"2cd4p9h.fg5"	"2cd4p9h.fg5"	"Medicago sativa L. subsp. sativa"	"Medicago sativa subsp. sativa"	
"Melampyrum cristatum L."	"N"	"2cd4p9h.fg8"	"2cd4p9h.fg8"	"Melampyrum cristatum L."	"Melampyrum cristatum"	
"Molinia caerulea (L.) Moench"	"N"	"2cd4p9h.fgn"	"2cd4p9h.fgn"	"Molinia caerulea (L.) Moench"	"Molinia caerulea"	
"Myriophyllum alterniflorum DC."	"N"	"2cd4p9h.fh7"	"2cd4p9h.fh7"	"Myriophyllum alterniflorum DC."	"Myriophyllum alterniflorum"	
"Myriophyllum verticillatum L."	"N"	"2cd4p9h.fha"	"2cd4p9h.fha"	"Myriophyllum verticillatum L."	"Myriophyllum verticillatum"	
"Onobrychis viciifolia Scop."	"NA"	"2cd4p9h.fhp"	"2cd4p9h.fhp"	"Onobrychis viciifolia Scop."	"Onobrychis viciifolia"	
"Onopordum acanthium L."	"AR"	"2cd4p9h.fhs"	"2cd4p9h.fhs"	"Onopordum acanthium L."	"Onopordum acanthium"	
"Orchis simia Lam."	"N"	"2cd4p9h.fv0"	"2cd4p9h.fv0"	"Orchis simia Lam."	"Orchis simia"	
"Origanum vulgare L."	"N"	"2cd4p9h.fv6"	"2cd4p9h.fv6"	"Origanum vulgare L."	"Origanum vulgare"	
"Ornithogalum pyrenaicum L."	"N"	"2cd4p9h.fv9"	"2cd4p9h.fv9"	"Ornithogalum pyrenaicum L."	"Ornithogalum pyrenaicum"	
"Orobanche hederae Duby"	"N"	"2cd4p9h.fvc"	"2cd4p9h.fvc"	"Orobanche hederae Duby"	"Orobanche hederae"	
"Oxalis exilis A.Cunn."	"AN"	"2cd4p9h.fvf"	"2cd4p9h.fvf"	"Oxalis exilis A.Cunn."	"Oxalis exilis"	
"Paris quadrifolia L."	"N"	"2cd4p9h.fvy"	"2cd4p9h.fvy"	"Paris quadrifolia L."	"Paris quadrifolia"	
"Pedicularis sylvatica L."	"N"	"2cd4p9h.fw2"	"2cd4p9h.fw2"	"Pedicularis sylvatica L."	"Pedicularis sylvatica"	
"Lythrum portula (L.) D.A.Webb"	"N"	"2cd4p9h.fw5"	"2cd4p9h.fw5"	"Lythrum portula (L.) D.A.Webb"	"Lythrum portula"	
"Phleum bertolonii DC."	"N"	"2cd4p9h.fw8"	"2cd4p9h.fw8"	"Phleum bertolonii DC."	"Phleum bertolonii"	
"Phleum pratense L. s.s."	"N"	"2cd4p9h.fwb"	"2cd4p9h.fwb"	"Phleum pratense L. s.s."	"Phleum pratense"	"s.s."
"Phragmites australis (Cav.) Trin. ex Steud."	"N"	"2cd4p9h.fwh"	"2cd4p9h.fwh"	"Phragmites australis (Cav.) Trin. ex Steud."	"Phragmites australis"	
"Pinus sylvestris L."	"N"	"2cd4p9h.fwn"	"2cd4p9h.fwn"	"Pinus sylvestris L."	"Pinus sylvestris"	
"Plantago maritima L."	"N"	"2cd4p9h.fwt"	"2cd4p9h.fwt"	"Plantago maritima L."	"Plantago maritima"	
"Poa flexuosa Sm."	"N"	"2cd4p9h.fk1"	"2cd4p9h.fk1"	"Poa flexuosa Sm."	"Poa flexuosa"	
"Poa angustifolia L."	"N"	"2cd4p9h.fk4"	"2cd4p9h.fk4"	"Poa angustifolia L."	"Poa angustifolia"	
"Polygala amarella Crantz"	"N"	"2cd4p9h.fk7"	"2cd4p9h.fk7"	"Polygala amarella Crantz"	"Polygala amarella"	
"Polygala serpyllifolia Hosé"	"N"	"2cd4p9h.fka"	"2cd4p9h.fka"	"Polygala serpyllifolia Hosé"	"Polygala serpyllifolia"	
"Polygonatum verticillatum (L.) All."	"N"	"2cd4p9h.fkw"	"2cd4p9h.fkw"	"Polygonatum verticillatum (L.) All."	"Polygonatum verticillatum"	
"Persicaria mitis (Schrank) Assenov"	"N"	"2cd4p9h.fkp"	"2cd4p9h.fkp"	"Persicaria mitis (Schrank) Assenov"	"Persicaria mitis"	
"Potamogeton berchtoldii Fieber"	"N"	"2cd4p9h.fx9"	"2cd4p9h.fx9"	"Potamogeton berchtoldii Fieber"	"Potamogeton berchtoldii"	
"Potamogeton gramineus L."	"N"	"2cd4p9h.fxc"	"2cd4p9h.fxc"	"Potamogeton gramineus L."	"Potamogeton gramineus"	
"Potamogeton rutilus Wolfg."	"N"	"2cd4p9h.fxf"	"2cd4p9h.fxf"	"Potamogeton rutilus Wolfg."	"Potamogeton rutilus"	
"Potentilla crantzii (Crantz) Beck ex Fritsch"	"N"	"2cd4p9h.fxv"	"2cd4p9h.fxv"	"Potentilla crantzii (Crantz) Beck ex Fritsch"	"Potentilla crantzii"	
"Pulicaria vulgaris Gaertn."	"N"	"2cd4p9h.fxz"	"2cd4p9h.fxz"	"Pulicaria vulgaris Gaertn."	"Pulicaria vulgaris"	
"Quercus cerris L."	"AN"	"2cd4p9h.fm2"	"2cd4p9h.fm2"	"Quercus cerris L."	"Quercus cerris"	
"Ranunculus peltatus Schrank"	"N"	"2cd4p9h.fm5"	"2cd4p9h.fm5"	"Ranunculus peltatus Schrank"	"Ranunculus peltatus"	
"Ranunculus sardous Crantz"	"NA"	"2cd4p9h.fmh"	"2cd4p9h.fmh"	"Ranunculus sardous Crantz"	"Ranunculus sardous"	
"Ribes nigrum L."	"AN"	"2cd4p9h.fmn"	"2cd4p9h.fmn"	"Ribes nigrum L."	"Ribes nigrum"	
"Ribes uva-crispa L."	"AN"	"2cd4p9h.fmq"	"2cd4p9h.fmq"	"Ribes uva-crispa L."	"Ribes uva-crispa"	
"Robinia pseudoacacia L."	"AN"	"2cd4p9h.fn1"	"2cd4p9h.fn1"	"Robinia pseudoacacia L."	"Robinia pseudoacacia"	
"Rosa rubiginosa L."	"N"	"2cd4p9h.fna"	"2cd4p9h.fna"	"Rosa rubiginosa L."	"Rosa rubiginosa"	
"Rumex palustris Sm."	"N"	"2cd4p9h.fnw"	"2cd4p9h.fnw"	"Rumex palustris Sm."	"Rumex palustris"	
"Ruscus aculeatus L."	"N"	"2cd4p9h.fy3"	"2cd4p9h.fy3"	"Ruscus aculeatus L."	"Ruscus aculeatus"	
"Sarcocornia perennis (Mill.) A.J.Scott"	"N"	"2cd4p9h.fyx"	"2cd4p9h.fyx"	"Sarcocornia perennis (Mill.) A.J.Scott"	"Sarcocornia perennis"	
"Salix myrsinites L."	"N"	"2cd4p9h.fyy"	"2cd4p9h.fyy"	"Salix myrsinites L."	"Salix myrsinites"	
"Sambucus nigra L."	"N"	"2cd4p9h.fyz"	"2cd4p9h.fyz"	"Sambucus nigra L."	"Sambucus nigra"	
"Samolus valerandi L."	"N"	"2cd4p9h.fp5"	"2cd4p9h.fp5"	"Samolus valerandi L."	"Samolus valerandi"	
"Saxifraga hirsuta L."	"N"	"2cd4p9h.fp8"	"2cd4p9h.fp8"	"Saxifraga hirsuta L."	"Saxifraga hirsuta"	
"Saxifraga hypnoides L."	"N"	"2cd4p9h.fpb"	"2cd4p9h.fpb"	"Saxifraga hypnoides L."	"Saxifraga hypnoides"	
"Saxifraga spathularis Brot."	"N"	"2cd4p9h.fpe"	"2cd4p9h.fpe"	"Saxifraga spathularis Brot."	"Saxifraga spathularis"	
"Scabiosa columbaria L."	"N"	"2cd4p9h.fpk"	"2cd4p9h.fpk"	"Scabiosa columbaria L."	"Scabiosa columbaria"	
"Trichophorum cespitosum (L.) Hartm. s.s."	"N"	"2cd4p9h.fpn"	"2cd4p9h.fpn"	"Trichophorum cespitosum (L.) Hartm. s.s."	"Trichophorum cespitosum"	"s.s."
"Scrophularia scorodonia L."	"AN"	"2cd4p9h.fpq"	"2cd4p9h.fpq"	"Scrophularia scorodonia L."	"Scrophularia scorodonia"	
"Scutellaria minor Huds."	"N"	"2cd4p9h.fpt"	"2cd4p9h.fpt"	"Scutellaria minor Huds."	"Scutellaria minor"	
"Sedum acre L."	"N"	"2cd4p9h.fq1"	"2cd4p9h.fq1"	"Sedum acre L."	"Sedum acre"	
"Setaria viridis (L.) P.Beauv."	"AN"	"2cd4p9h.fqp"	"2cd4p9h.fqp"	"Setaria viridis (L.) P.Beauv."	"Setaria viridis"	
"Sibthorpia europaea L."	"N"	"2cd4p9h.fr0"	"2cd4p9h.fr0"	"Sibthorpia europaea L."	"Sibthorpia europaea"	
"Silene nutans L."	"N"	"2cd4p9h.fr9"	"2cd4p9h.fr9"	"Silene nutans L."	"Silene nutans"	
"Sison amomum L."	"N"	"2cd4p9h.frv"	"2cd4p9h.frv"	"Sison amomum L."	"Sison amomum"	
"Sonchus palustris L."	"N"	"2cd4p9h.fry"	"2cd4p9h.fry"	"Sonchus palustris L."	"Sonchus palustris"	
"Sorbus aria agg."	"N"	"2cd4p9h.frr"	"2cd4p9h.frr"	"Sorbus aria agg."	"Sorbus aria"	"agg."
"Sorbus torminalis (L.) Crantz"	"N"	"2cd4p9h.frz"	"2cd4p9h.frz"	"Sorbus torminalis (L.) Crantz"	"Sorbus torminalis"	
"Sparganium angustifolium Michx."	"N"	"2cd4p9h.fs2"	"2cd4p9h.fs2"	"Sparganium angustifolium Michx."	"Sparganium angustifolium"	
"Stachys palustris x sylvatica = S. x ambigua Sm."	"NH"	"2cd4p9h.fs8"	"2cd4p9h.fs8"	"Stachys palustris x sylvatica = S. x ambigua Sm."	"Stachys palustris x sylvatica = S. x ambigua"	
"Stellaria holostea L."	"N"	"2cd4p9h.fsb"	"2cd4p9h.fsb"	"Stellaria holostea L."	"Stellaria holostea"	
"Symphytum orientale L."	"AN"	"2cd4p9h.fsh"	"2cd4p9h.fsh"	"Symphytum orientale L."	"Symphytum orientale"	
"Taraxacum F.H.Wigg."	"N"	"2cd4p9h.fsn"	"2cd4p9h.fsn"	"Taraxacum F.H.Wigg."	"Taraxacum"	
"Teucrium chamaedrys L."	"AN"	"2cd4p9h.fsq"	"2cd4p9h.fsq"	"Teucrium chamaedrys L."	"Teucrium chamaedrys"	
"Thlaspi arvense L."	"AR"	"2cd4p9h.ft1"	"2cd4p9h.ft1"	"Thlaspi arvense L."	"Thlaspi arvense"	
"Tilia platyphyllos Scop."	"N"	"2cd4p9h.ft4"	"2cd4p9h.ft4"	"Tilia platyphyllos Scop."	"Tilia platyphyllos"	
"Tragopogon pratensis L."	"N"	"2cd4p9h.ft7"	"2cd4p9h.ft7"	"Tragopogon pratensis L."	"Tragopogon pratensis"	
"Trifolium arvense L."	"N"	"2cd4p9h.fta"	"2cd4p9h.fta"	"Trifolium arvense L."	"Trifolium arvense"	
"Trifolium campestre Schreb."	"N"	"2cd4p9h.ftd"	"2cd4p9h.ftd"	"Trifolium campestre Schreb."	"Trifolium campestre"	
"Trifolium fragiferum L."	"N"	"2cd4p9h.ftg"	"2cd4p9h.ftg"	"Trifolium fragiferum L."	"Trifolium fragiferum"	
"Trifolium micranthum Viv."	"N"	"2cd4p9h.ftw"	"2cd4p9h.ftw"	"Trifolium micranthum Viv."	"Trifolium micranthum"	
"Valeriana officinalis L."	"N"	"2cd4p9h.fz9"	"2cd4p9h.fz9"	"Valeriana officinalis L."	"Valeriana officinalis"	
"Valerianella dentata (L.) Pollich"	"AR"	"2cd4p9h.fzc"	"2cd4p9h.fzc"	"Valerianella dentata (L.) Pollich"	"Valerianella dentata"	
"Veronica catenata Pennell"	"N"	"2cd4p9h.fzv"	"2cd4p9h.fzv"	"Veronica catenata Pennell"	"Veronica catenata"	
"Veronica fruticans Jacq."	"N"	"2cd4p9h.fzx"	"2cd4p9h.fzx"	"Veronica fruticans Jacq."	"Veronica fruticans"	
"Veronica montana L."	"N"	"2cd4p9h.fzy"	"2cd4p9h.fzy"	"Veronica montana L."	"Veronica montana"	
"Solidago canadensis L."	"AN"	"2cd4p9h.g0h"	"2cd4p9h.g0h"	"Solidago canadensis L."	"Solidago canadensis"	
"Calystegia pulchra Brummitt & Heywood"	"AN"	"2cd4p9h.g0n"	"2cd4p9h.g0n"	"Calystegia pulchra Brummitt & Heywood"	"Calystegia pulchra"	
"Hydrilla verticillata (L.f.) Royle"	"N"	"2cd4p9h.g11"	"2cd4p9h.g11"	"Hydrilla verticillata (L.f.) Royle"	"Hydrilla verticillata"	
"Senecio cambrensis Rosser"	"NE"	"2cd4p9h.g14"	"2cd4p9h.g14"	"Senecio cambrensis Rosser"	"Senecio cambrensis"	
"Crassula helmsii (Kirk) Cockayne"	"AN"	"2cd4p9h.g2z"	"2cd4p9h.g2z"	"Crassula helmsii (Kirk) Cockayne"	"Crassula helmsii"	
"Gaudinia fragilis (L.) P.Beauv."	"NA"	"2cd4p9h.g44"	"2cd4p9h.g44"	"Gaudinia fragilis (L.) P.Beauv."	"Gaudinia fragilis"	
"Pilosella flagellaris subsp. bicapitata P.D.Sell & C.West"	"NE"	"2cd4p9h.gb3"	"2cd4p9h.gb3"	"Pilosella flagellaris subsp. bicapitata P.D.Sell & C.West"	"Pilosella flagellaris subsp. bicapitata"	
"Vulpia ciliata Dumort."	"N"	"2cd4p9h.gsw"	"2cd4p9h.gsw"	"Vulpia ciliata Dumort."	"Vulpia ciliata"	
"Asperula cynanchica L."	"N"	"2cd4p9h.gsm"	"2cd4p9h.gsm"	"Asperula cynanchica L."	"Asperula cynanchica"	
"Raphanus raphanistrum L."	"N"	"2cd4p9h.gsp"	"2cd4p9h.gsp"	"Raphanus raphanistrum L."	"Raphanus raphanistrum"	
"Euphrasia arctica Lange ex Rostrup"	"N"	"2cd4p9h.h4y"	"2cd4p9h.h4y"	"Euphrasia arctica Lange ex Rostrup"	"Euphrasia arctica"	
"Festuca armoricana Kerguélen"	"N"	"2cd4p9h.h58"	"2cd4p9h.h58"	"Festuca armoricana Kerguélen"	"Festuca armoricana"	
"Hydrocotyle ranunculoides L.f."	"AN"	"2cd4p9h.hh5"	"2cd4p9h.hh5"	"Hydrocotyle ranunculoides L.f."	"Hydrocotyle ranunculoides"	
"Spergularia bocconei (Scheele) Graebn."	"AN"	"2cd4p9h.hx7"	"2cd4p9h.hx7"	"Spergularia bocconei (Scheele) Graebn."	"Spergularia bocconei"	
"Eriophorum gracile W.D.J.Koch ex Roth"	"N"	"2cd4p9h.hxd"	"2cd4p9h.hxd"	"Eriophorum gracile W.D.J.Koch ex Roth"	"Eriophorum gracile"	
"Myosotis alpestris F.W.Schmidt"	"N"	"2cd4p9h.ht8"	"2cd4p9h.ht8"	"Myosotis alpestris F.W.Schmidt"	"Myosotis alpestris"	
"Milium vernale M.Bieb."	"N"	"2cd4p9h.hzd"	"2cd4p9h.hzd"	"Milium vernale M.Bieb."	"Milium vernale"	
"Utricularia intermedia Hayne s.s."	"N"	"2cd4p9h.v2w"	"2cd4p9h.v2w"	"Utricularia intermedia Hayne s.s."	"Utricularia intermedia"	"s.s."
"Viola kitaibeliana Schult."	"N"	"2cd4p9h.v2m"	"2cd4p9h.v2m"	"Viola kitaibeliana Schult."	"Viola kitaibeliana"	
"Cryptogramma crispa (L.) R.Br. ex Hook."	"N"	"2cd4p9h.v3z"	"2cd4p9h.v3z"	"Cryptogramma crispa (L.) R.Br. ex Hook."	"Cryptogramma crispa"	
"Dryopteris carthusiana (Vill.) H.P.Fuchs"	"N"	"2cd4p9h.v42"	"2cd4p9h.v42"	"Dryopteris carthusiana (Vill.) H.P.Fuchs"	"Dryopteris carthusiana"	
"Isoetes lacustris L."	"N"	"2cd4p9h.v45"	"2cd4p9h.v45"	"Isoetes lacustris L."	"Isoetes lacustris"	
"Osmunda regalis L."	"N"	"2cd4p9h.v4b"	"2cd4p9h.v4b"	"Osmunda regalis L."	"Osmunda regalis"	
"Pilularia globulifera L."	"N"	"2cd4p9h.v4h"	"2cd4p9h.v4h"	"Pilularia globulifera L."	"Pilularia globulifera"	
"Polypodium vulgare s.l."	"N"	"2cd4p9h.v4k"	"2cd4p9h.v4k"	"Polypodium vulgare s.l."	"Polypodium vulgare"	"s.l."
"Achillea ptarmica L."	"N"	"2cd4p9h.v5w"	"2cd4p9h.v5w"	"Achillea ptarmica L."	"Achillea ptarmica"	
"Adonis annua L."	"AR"	"2cd4p9h.v5p"	"2cd4p9h.v5p"	"Adonis annua L."	"Adonis annua"	
"Ajuga pyramidalis L."	"N"	"2cd4p9h.v69"	"2cd4p9h.v69"	"Ajuga pyramidalis L."	"Ajuga pyramidalis"	
"Alchemilla glomerulans Buser"	"N"	"2cd4p9h.v6c"	"2cd4p9h.v6c"	"Alchemilla glomerulans Buser"	"Alchemilla glomerulans"	
"Allium paradoxum (M.Bieb.) G.Don"	"AN"	"2cd4p9h.v6f"	"2cd4p9h.v6f"	"Allium paradoxum (M.Bieb.) G.Don"	"Allium paradoxum"	
"Alnus glutinosa (L.) Gaertn."	"N"	"2cd4p9h.v6v"	"2cd4p9h.v6v"	"Alnus glutinosa (L.) Gaertn."	"Alnus glutinosa"	
"Anacamptis pyramidalis (L.) Rich."	"N"	"2cd4p9h.v6z"	"2cd4p9h.v6z"	"Anacamptis pyramidalis (L.) Rich."	"Anacamptis pyramidalis"	
"Anaphalis margaritacea (L.) Benth."	"AN"	"2cd4p9h.v75"	"2cd4p9h.v75"	"Anaphalis margaritacea (L.) Benth."	"Anaphalis margaritacea"	
"Anthriscus sylvestris (L.) Hoffm."	"N"	"2cd4p9h.v7e"	"2cd4p9h.v7e"	"Anthriscus sylvestris (L.) Hoffm."	"Anthriscus sylvestris"	
"Apium graveolens L."	"N"	"2cd4p9h.v7h"	"2cd4p9h.v7h"	"Apium graveolens L."	"Apium graveolens"	
"Arctostaphylos alpinus (L.) Spreng."	"N"	"2cd4p9h.v7k"	"2cd4p9h.v7k"	"Arctostaphylos alpinus (L.) Spreng."	"Arctostaphylos alpinus"	
"Arnoseris minima (L.) Schweigg. & Körte"	"AR"	"2cd4p9h.v7q"	"2cd4p9h.v7q"	"Arnoseris minima (L.) Schweigg. & Körte"	"Arnoseris minima"	
"Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl"	"N"	"2cd4p9h.v7t"	"2cd4p9h.v7t"	"Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl"	"Arrhenatherum elatius"	
"Artemisia vulgaris L."	"AR"	"2cd4p9h.v81"	"2cd4p9h.v81"	"Artemisia vulgaris L."	"Artemisia vulgaris"	
"Astragalus alpinus L."	"N"	"2cd4p9h.v8g"	"2cd4p9h.v8g"	"Astragalus alpinus L."	"Astragalus alpinus"	
"Astragalus glycyphyllos L."	"N"	"2cd4p9h.v8w"	"2cd4p9h.v8w"	"Astragalus glycyphyllos L."	"Astragalus glycyphyllos"	
"Avena strigosa Schreb."	"AC"	"2cd4p9h.v8p"	"2cd4p9h.v8p"	"Avena strigosa Schreb."	"Avena strigosa"	
"Barbarea stricta Andrz."	"AN"	"2cd4p9h.v8s"	"2cd4p9h.v8s"	"Barbarea stricta Andrz."	"Barbarea stricta"	
"Betula pendula Roth"	"N"	"2cd4p9h.v93"	"2cd4p9h.v93"	"Betula pendula Roth"	"Betula pendula"	
"Brassica nigra (L.) W.D.J.Koch"	"NA"	"2cd4p9h.v96"	"2cd4p9h.v96"	"Brassica nigra (L.) W.D.J.Koch"	"Brassica nigra"	
"Calamagrostis stricta (Timm) Koeler"	"N"	"2cd4p9h.v9f"	"2cd4p9h.v9f"	"Calamagrostis stricta (Timm) Koeler"	"Calamagrostis stricta"	
"Callitriche platycarpa Kütz."	"N"	"2cd4p9h.v9v"	"2cd4p9h.v9v"	"Callitriche platycarpa Kütz."	"Callitriche platycarpa"	
"Carex capillaris L."	"N"	"2cd4p9h.v9y"	"2cd4p9h.v9y"	"Carex capillaris L."	"Carex capillaris"	
"Carex diandra Schrank"	"N"	"2cd4p9h.v9r"	"2cd4p9h.v9r"	"Carex diandra Schrank"	"Carex diandra"	
"Carex digitata L."	"N"	"2cd4p9h.v9z"	"2cd4p9h.v9z"	"Carex digitata L."	"Carex digitata"	
"Carex dioica L."	"N"	"2cd4p9h.va2"	"2cd4p9h.va2"	"Carex dioica L."	"Carex dioica"	
"Carex otrubae Podp."	"N"	"2cd4p9h.va5"	"2cd4p9h.va5"	"Carex otrubae Podp."	"Carex otrubae"	
"Carex pauciflora Lightf."	"N"	"2cd4p9h.va8"	"2cd4p9h.va8"	"Carex pauciflora Lightf."	"Carex pauciflora"	
"Carex pulicaris L."	"N"	"2cd4p9h.vae"	"2cd4p9h.vae"	"Carex pulicaris L."	"Carex pulicaris"	
"Catabrosa aquatica (L.) P.Beauv."	"N"	"2cd4p9h.vaq"	"2cd4p9h.vaq"	"Catabrosa aquatica (L.) P.Beauv."	"Catabrosa aquatica"	
"Centaurium pulchellum (Sw.) Druce"	"N"	"2cd4p9h.vba"	"2cd4p9h.vba"	"Centaurium pulchellum (Sw.) Druce"	"Centaurium pulchellum"	
"Chenopodium vulvaria L."	"AR"	"2cd4p9h.vbm"	"2cd4p9h.vbm"	"Chenopodium vulvaria L."	"Chenopodium vulvaria"	
"Cicerbita alpina (L.) Wallr."	"N"	"2cd4p9h.vbp"	"2cd4p9h.vbp"	"Cicerbita alpina (L.) Wallr."	"Cicerbita alpina"	
"Circaea lutetiana L."	"N"	"2cd4p9h.vbs"	"2cd4p9h.vbs"	"Circaea lutetiana L."	"Circaea lutetiana"	
"Cladium mariscus (L.) Pohl"	"N"	"2cd4p9h.vc3"	"2cd4p9h.vc3"	"Cladium mariscus (L.) Pohl"	"Cladium mariscus"	
"Claytonia sibirica L."	"AN"	"2cd4p9h.vc6"	"2cd4p9h.vc6"	"Claytonia sibirica L."	"Claytonia sibirica"	
"Crambe maritima L."	"N"	"2cd4p9h.vcf"	"2cd4p9h.vcf"	"Crambe maritima L."	"Crambe maritima"	
"Crassula aquatica (L.) Schönland"	"NA"	"2cd4p9h.vcv"	"2cd4p9h.vcv"	"Crassula aquatica (L.) Schönland"	"Crassula aquatica"	
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb."	"AN"	"2cd4p9h.vcr"	"2cd4p9h.vcr"	"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb."	"Cymbalaria muralis"	
"Daphne mezereum L."	"NA"	"2cd4p9h.vd2"	"2cd4p9h.vd2"	"Daphne mezereum L."	"Daphne mezereum"	
"Dianthus armeria L."	"N"	"2cd4p9h.vdb"	"2cd4p9h.vdb"	"Dianthus armeria L."	"Dianthus armeria"	
"Dipsacus fullonum L."	"NA"	"2cd4p9h.vdh"	"2cd4p9h.vdh"	"Dipsacus fullonum L."	"Dipsacus fullonum"	
"Dipsacus pilosus L."	"N"	"2cd4p9h.vdk"	"2cd4p9h.vdk"	"Dipsacus pilosus L."	"Dipsacus pilosus"	
"Draba incana L."	"N"	"2cd4p9h.vdn"	"2cd4p9h.vdn"	"Draba incana L."	"Draba incana"	
"Echinochloa crus-galli (L.) P.Beauv."	"AN"	"2cd4p9h.vdt"	"2cd4p9h.vdt"	"Echinochloa crus-galli (L.) P.Beauv."	"Echinochloa crus-galli"	
"Eleogiton fluitans (L.) Link"	"N"	"2cd4p9h.ve7"	"2cd4p9h.ve7"	"Eleogiton fluitans (L.) Link"	"Eleogiton fluitans"	
"Elodea canadensis Michx."	"AN"	"2cd4p9h.vea"	"2cd4p9h.vea"	"Elodea canadensis Michx."	"Elodea canadensis"	
"Empetrum nigrum L."	"N"	"2cd4p9h.veg"	"2cd4p9h.veg"	"Empetrum nigrum L."	"Empetrum nigrum"	
"Epilobium hirsutum L."	"N"	"2cd4p9h.vep"	"2cd4p9h.vep"	"Epilobium hirsutum L."	"Epilobium hirsutum"	
"Epilobium montanum L."	"N"	"2cd4p9h.ves"	"2cd4p9h.ves"	"Epilobium montanum L."	"Epilobium montanum"	
"Epipactis purpurata Sm."	"N"	"2cd4p9h.vf3"	"2cd4p9h.vf3"	"Epipactis purpurata Sm."	"Epipactis purpurata"	
